2018-09-01,60234
2018-09-02,44857
2018-09-03,46707
2018-09-04,50124
2018-09-05,47175
2018-09-06,46398
2018-09-07,37534
2018-09-08,56719
2018-09-09,15293
2018-09-11,53295
2018-09-12,36512
2018-09-13,44786
2018-09-14,38717
2018-09-15,54087
2018-09-16,35538
2018-09-17,47432
2018-09-18,20437
2018-09-20,45381
2018-09-21,31583
2018-09-22,57311
2018-09-23,25436
2018-09-24,39148
2018-09-25,48055
2018-09-26,52054
2018-09-27,56618
2018-09-28,33753
2018-09-29,45360
2018-09-30,27417
2018-10-01,53532
2018-10-02,37200
2018-10-03,44247
2018-10-04,56318
2018-10-05,37989
2018-10-06,60167
2018-10-07,36367
2018-10-08,47315
2018-10-09,48106
2018-10-10,57191
2018-10-11,54642
2018-10-12,40245
2018-10-13,61113
2018-10-14,43490
2018-10-15,47269
2018-10-16,56446
2018-10-17,49753
2018-10-18,53850
2018-10-19,42742
2018-10-20,54820
2018-10-21,45844
2018-10-22,51920
2018-10-23,52509
2018-10-24,58888
2018-10-25,50043
2018-10-26,42801
2018-10-27,58015
2018-10-28,47595
2018-10-29,45967
2018-10-30,70512
2018-10-31,48293
2018-11-01,50698
2018-11-02,38261
2018-11-03,62325
2018-11-04,43054
2018-11-05,41642
2018-11-06,50607
2018-11-07,52676
2018-11-08,52410
2018-11-09,40842
2018-11-10,62573
2018-11-11,43247
2018-11-12,44511
2018-11-13,56929
2018-11-14,50498
2018-11-15,57707
2018-11-16,40876
2018-11-17,63192
2018-11-18,37877
2018-11-19,50117
2018-11-20,52984
2018-11-21,49115
2018-11-22,51815
2018-11-23,37373
2018-11-24,64874
2018-11-25,37639
2018-11-26,48154
2018-11-27,58343
2018-11-28,46938
2018-11-29,53762
2018-11-30,40613
2018-12-01,55541
2018-12-02,38576
2018-12-03,44298
2018-12-04,51978
2018-12-05,52517
2018-12-06,40977
2018-12-07,29474
2018-12-08,47158
2018-12-09,43243
2018-12-10,47651
2018-12-11,57246
2018-12-12,48846
2018-12-13,52357
2018-12-14,41396
2018-12-15,61461
2018-12-16,44526
2018-12-17,53240
2018-12-18,51964
2018-12-19,51673
2018-12-20,43462
2018-12-21,41846
2018-12-22,58713
2018-12-23,44982
2018-12-24,51913
2018-12-25,55736
2018-12-26,60675
2018-12-27,48121
2018-12-28,39950
2018-12-29,54223
2018-12-30,45846
2018-12-31,51763
2019-01-01,56719
2019-01-02,58465
2019-01-03,62573
2019-01-04,48623
2019-01-05,56680
2019-01-06,37338
2019-01-07,44819
2019-01-08,51103
2019-01-09,46374
2019-01-10,60848
2019-01-11,41231
2019-01-12,60901
2019-01-13,41158
2019-01-14,43714
2019-01-15,55896
2019-01-16,36381
2019-01-17,53671
2019-01-18,40947
2019-01-19,60117
2019-01-20,41127
2019-01-21,51339
2019-01-22,53010
2019-01-23,52548
2019-01-24,54230
2019-01-25,39018
2019-01-26,56828
2019-01-27,42351
2019-01-28,41596
2019-01-29,50882
2019-01-30,61634
2019-01-31,52919
2019-02-01,39102
2019-02-02,63984
2019-02-03,43027
2019-02-04,52298
2019-02-05,50673
2019-02-06,48995
2019-02-07,53909
2019-02-08,37868
2019-02-09,58768
2019-02-10,37871
